trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
56,False,"{'a': 0.6, 'e': 0.1336306209562122}",20,6,12.31363058369313,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
57,False,"{'a': 0.6, 'e': 0.13245323570650439}",25,14,19.42599703159933,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.6, 'e': 0.13130643285972254}",20,12,-8.930142162858537,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
59,False,"{'a': 0.6, 'e': 0.13018891098082389}",20,0,-8.86540110236568,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
60,False,"{'a': 0.6, 'e': 0.12909944487358055}",20,0,14.174946674927112,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
61,False,"{'a': 0.6, 'e': 0.12803687993289598}",20,9,-0.3822534174583554,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
62,False,"{'a': 0.6, 'e': 0.1270001270001905}",30,2,-40.57697447227874,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 2}",1
63,False,"{'a': 0.6, 'e': 0.1259881576697424}",30,0,-10.888170257976189,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
64,False,"{'a': 0.6, 'e': 0.125}",25,0,-7.48618194273989,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
65,False,"{'a': 0.6, 'e': 0.12403473458920847}",20,14,11.419286508770044,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.6, 'e': 0.12309149097933272}",25,2,-42.51455766621839,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
67,False,"{'a': 0.6, 'e': 0.12216944435630522}",20,6,19.75486824354341,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.6, 'e': 0.12126781251816648}",25,15,17.168196146020072,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.6, 'e': 0.1203858530857692}",20,0,2.9185934812885357,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
70,False,"{'a': 0.6, 'e': 0.11952286093343936}",20,16,8.693826698165179,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.6, 'e': 0.11867816581938533}",20,14,10.68447482554025,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.6, 'e': 0.11785113019775793}",20,13,5.3725673126130165,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.6, 'e': 0.11704114719613057}",20,16,8.843960452199394,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.6, 'e': 0.11624763874381928}",35,0,-10.52841671777807,"{0: 31, 1: 2, 2: 1, 3: 0, 4: 1}",0
75,False,"{'a': 0.6, 'e': 0.11547005383792514}",25,19,9.516497860751901,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.6, 'e': 0.11470786693528087}",30,13,36.1569699491735,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.6, 'e': 0.11396057645963795}",20,10,-2.860547448432828,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
78,False,"{'a': 0.6, 'e': 0.11322770341445956}",25,1,21.014344720461317,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
79,False,"{'a': 0.6, 'e': 0.1125087900926024}",25,14,14.34117715382064,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.6, 'e': 0.11180339887498948}",25,10,15.755505489140134,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.6, 'e': 0.1111111111111111}",25,8,26.57641750769645,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.6, 'e': 0.11043152607484653}",20,1,24.8216913723561,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.6, 'e': 0.10976425998969035}",35,8,-11.845912541629618,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 1}",1
84,False,"{'a': 0.6, 'e': 0.1091089451179962}",20,0,-10.617004408136403,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
85,False,"{'a': 0.6, 'e': 0.10846522890932808}",30,16,16.85270291298569,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.6, 'e': 0.10783277320343841}",25,0,9.293116145405346,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
87,False,"{'a': 0.6, 'e': 0.10721125348377948}",20,13,6.234491576163608,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.6, 'e': 0.10660035817780521}",20,15,0.8773702087472495,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.6, 'e': 0.105999788000636}",20,6,-29.866026842200455,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
90,False,"{'a': 0.6, 'e': 0.10540925533894598}",35,21,22.105031167452754,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.6, 'e': 0.10482848367219183}",25,0,32.97812230421304,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
92,False,"{'a': 0.6, 'e': 0.10425720702853739}",25,13,11.42850606716778,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.6, 'e': 0.10369516947304253}",25,18,14.132673873391045,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.6, 'e': 0.10314212462587934}",20,5,26.05068447028494,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.6, 'e': 0.10259783520851541}",20,15,7.237421546934854,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.6, 'e': 0.10206207261596577}",20,14,9.822054480309992,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.6, 'e': 0.10153461651336192}",20,10,18.549446079960724,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.6, 'e': 0.10101525445522107}",20,9,-0.4032303507906816,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
99,False,"{'a': 0.6, 'e': 0.10050378152592121}",30,20,19.479365510365735,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.6, 'e': 0.1}",35,13,26.096768499981838,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.6, 'e': 0.09950371902099892}",25,11,23.899533524034652,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.6, 'e': 0.09901475429766744}",30,14,2.9424996788743445,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
103,False,"{'a': 0.6, 'e': 0.09853292781642932}",20,8,16.527038713740275,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.6, 'e': 0.09805806756909202}",30,21,16.20135229519144,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.6, 'e': 0.09759000729485333}",25,3,12.70624500074009,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
106,False,"{'a': 0.6, 'e': 0.09712858623572641}",30,21,15.263473672486493,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.6, 'e': 0.09667364890456635}",25,6,30.369994578713904,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.6, 'e': 0.09622504486493763}",20,3,-10.502811518144057,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
109,False,"{'a': 0.6, 'e': 0.09578262852211514}",25,17,13.965454340596189,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.6, 'e': 0.09534625892455924}",20,7,20.984347893002226,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.6, 'e': 0.0949157995752499}",25,15,-0.7000671638665921,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.6, 'e': 0.0944911182523068}",30,0,29.067351139535138,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
113,False,"{'a': 0.6, 'e': 0.09407208683835973}",25,17,14.424592569806332,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.6, 'e': 0.0936585811581694}",20,14,11.592115975730978,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.6, 'e': 0.09325048082403138}",30,12,31.633970564983105,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.6, 'e': 0.09284766908852593}",25,12,-44.17341970413304,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
117,False,"{'a': 0.6, 'e': 0.09245003270420485}",25,0,35.078449370590526,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
118,False,"{'a': 0.6, 'e': 0.09205746178983235}",20,0,31.585427756553845,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
119,False,"{'a': 0.6, 'e': 0.09166984970282113}",20,5,14.492237097690506,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.6, 'e': 0.09128709291752768}",25,7,17.763100824949447,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.6, 'e': 0.09090909090909091}",30,11,26.395402808972662,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.6, 'e': 0.09053574604251853}",25,5,23.704971156336583,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
123,False,"{'a': 0.6, 'e': 0.09016696346674323}",30,18,21.520978444259136,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.6, 'e': 0.08980265101338744}",25,11,1.637791804498759,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
125,False,"{'a': 0.6, 'e': 0.08944271909999159}",30,16,24.320695614860703,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.6, 'e': 0.0890870806374748}",25,8,26.255758074074453,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.6, 'e': 0.08873565094161139}",25,13,21.5818387915142,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.6, 'e': 0.08838834764831843}",30,12,8.258412022514179,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
129,False,"{'a': 0.6, 'e': 0.08804509063256238}",20,6,-4.194412588043958,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
130,False,"{'a': 0.6, 'e': 0.08770580193070293}",20,7,-22.228569267885096,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 0}",1
131,False,"{'a': 0.6, 'e': 0.0873704056661038}",25,3,38.23176404208579,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.6, 'e': 0.08703882797784893}",25,12,-14.3340675988355,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
133,False,"{'a': 0.6, 'e': 0.086710996952412}",25,0,39.28681837857975,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
134,False,"{'a': 0.6, 'e': 0.08638684255813601}",20,13,11.156507408139927,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.6, 'e': 0.08606629658238704}",25,15,-2.2938825327495573,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
136,False,"{'a': 0.6, 'e': 0.08574929257125441}",20,14,12.220693928516114,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.6, 'e': 0.0854357657716761}",25,13,9.740631667679436,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.6, 'e': 0.08512565307587486}",30,19,21.641161627601978,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.6, 'e': 0.08481889296799709}",20,13,17.098941315709403,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.6, 'e': 0.08451542547285165}",30,12,10.315561169180375,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
141,False,"{'a': 0.6, 'e': 0.0842151921066519}",25,3,37.60918736759474,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.6, 'e': 0.08391813582966891}",20,9,18.56121647245763,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.6, 'e': 0.08362420100070908}",25,18,9.915575657909482,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.6, 'e': 0.08333333333333333}",30,10,-9.689544392854373,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
145,False,"{'a': 0.6, 'e': 0.08304547985373997}",30,7,-23.818453486134352,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 1}",1
146,False,"{'a': 0.6, 'e': 0.0827605888602368}",20,15,8.142103944426536,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.6, 'e': 0.08247860988423225}",20,0,17.76166748481519,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
148,False,"{'a': 0.6, 'e': 0.08219949365267865}",30,3,46.17699105543989,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.6, 'e': 0.08192319205190404}",25,9,25.59148706347488,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.6, 'e': 0.08164965809277261}",20,4,22.74724965708132,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.6, 'e': 0.08137884587711594}",20,0,9.27517821479989,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
152,False,"{'a': 0.6, 'e': 0.08111071056538126}",20,14,13.411972026944612,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.6, 'e': 0.08084520834544431}",25,11,28.644852276129395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.6, 'e': 0.08058229640253803}",25,6,-2.359548596754628,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
155,False,"{'a': 0.6, 'e': 0.08032193289024989}",20,10,4.756777535868909,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.6, 'e': 0.08006407690254357}",20,3,24.306399291608425,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.6, 'e': 0.07980868844676221}",25,11,14.145813401292424,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.6, 'e': 0.079555728417573}",20,16,9.164113954133349,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.6, 'e': 0.07930515857181442}",30,0,43.612933060429235,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
160,False,"{'a': 0.6, 'e': 0.07905694150420949}",20,12,8.88426558539787,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.6, 'e': 0.07881104062391006}",20,10,-14.616958646212115,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
162,False,"{'a': 0.6, 'e': 0.07856742013183861}",25,2,-5.580091342909068,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
163,False,"{'a': 0.6, 'e': 0.07832604499879574}",25,20,7.905620452100996,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.6, 'e': 0.07808688094430304}",20,8,25.028209733135576,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.6, 'e': 0.0778498944161523}",20,14,9.832657229824578,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.6, 'e': 0.07761505257063328}",25,13,9.389581973090243,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.6, 'e': 0.07738232325341368}",20,10,8.932959990231998,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.6, 'e': 0.07715167498104596}",20,8,-11.834141607352898,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
169,False,"{'a': 0.6, 'e': 0.07692307692307693}",25,12,16.31886577949312,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.6, 'e': 0.07669649888473705}",20,0,31.191602618716576,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
171,False,"{'a': 0.6, 'e': 0.07647191129018725}",30,13,-22.05772655121289,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
172,False,"{'a': 0.6, 'e': 0.07624928516630233}",20,11,-21.475206380792727,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
173,False,"{'a': 0.6, 'e': 0.07602859212697055}",30,18,1.893211564199935,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.6, 'e': 0.07580980435789034}",25,8,16.255104603756102,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.6, 'e': 0.07559289460184544}",25,1,35.37819578924756,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.6, 'e': 0.07537783614444091}",30,7,37.26791089443798,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.6, 'e': 0.07516460280028289}",25,14,23.371290678707513,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.6, 'e': 0.07495316889958614}",25,10,13.691000083236615,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.6, 'e': 0.07474350927519359}",30,8,28.99085750574931,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.6, 'e': 0.07453559924999299}",20,9,17.60575057590011,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.6, 'e': 0.07432941462471664}",25,10,15.909055733003497,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.6, 'e': 0.07412493166611012}",30,10,42.25323194162957,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.6, 'e': 0.07392212709545729}",20,0,32.894880281395366,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
184,False,"{'a': 0.6, 'e': 0.07372097807744857}",25,17,17.56835941368066,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.6, 'e': 0.07352146220938077}",30,4,41.30777374129994,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.6, 'e': 0.07332355751067665}",30,19,21.5914349748672,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.6, 'e': 0.07312724241271307}",30,12,5.416242543690593,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
188,False,"{'a': 0.6, 'e': 0.07293249574894728}",25,14,5.4322185766075055,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.6, 'e': 0.07273929674533079}",20,4,27.755671025547144,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.6, 'e': 0.07254762501100116}",20,12,8.381967277062564,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.6, 'e': 0.07235746052924216}",25,13,15.588084951641571,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.6, 'e': 0.07216878364870323}",20,0,10.189318413128126,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
193,False,"{'a': 0.6, 'e': 0.07198157507486945}",20,0,33.86047568766235,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
194,False,"{'a': 0.6, 'e': 0.07179581586177382}",25,7,36.77808329833507,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.6, 'e': 0.0716114874039433}",35,16,33.32021787812936,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.6, 'e': 0.07142857142857142}",30,15,29.630249393658328,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.6, 'e': 0.07124704998790965}",30,22,16.773473136497696,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.6, 'e': 0.07106690545187015}",20,0,16.103906298215822,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.6, 'e': 0.07088812050083358}",25,8,30.96254982102868,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.6, 'e': 0.07071067811865475}",30,17,24.001249774901417,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.6, 'e': 0.07053456158585983}",20,0,16.21029760145594,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.6, 'e': 0.07035975447302918}",20,4,27.761121898899958,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.6, 'e': 0.07018624063435965}",20,15,10.32392143354181,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.6, 'e': 0.07001400420140048}",30,23,9.401878659733711,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.6, 'e': 0.06984302957695782}",20,13,13.617488944687572,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.6, 'e': 0.06967330142916177}",20,12,15.614598160242844,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.6, 'e': 0.06950480468569159}",20,0,-24.71461616052612,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
208,False,"{'a': 0.6, 'e': 0.06933752452815364}",20,8,20.339936496974147,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.6, 'e': 0.06917144638660747}",25,10,24.61089296473517,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.6, 'e': 0.06900655593423542}",30,16,9.808211686974893,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.6, 'e': 0.06884283908215143}",25,8,33.67076643229709,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.6, 'e': 0.06868028197434452}",20,13,-30.544385921547544,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
213,False,"{'a': 0.6, 'e': 0.06851887098275317}",20,11,13.245947611635716,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.6, 'e': 0.06835859270246633}",30,16,22.969967127341977,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.6, 'e': 0.06819943394704735}",25,8,28.7188255545463,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.6, 'e': 0.06804138174397717}",20,11,16.31897472209931,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.6, 'e': 0.06788442333021306}",30,17,11.753219229076974,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.6, 'e': 0.06772854614785964}",20,9,5.169280126058153,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.6, 'e': 0.06757373783994859}",20,5,-2.189248627679325,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
220,False,"{'a': 0.6, 'e': 0.06741998624632421}",25,14,24.19471553702168,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.6, 'e': 0.06726727939963124}",25,0,40.12318929332666,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.6, 'e': 0.06711560552140243}",20,13,13.59035283500046,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.6, 'e': 0.06696495301824251}",20,9,23.502606492447494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.6, 'e': 0.0668153104781061}",20,7,22.519904392359983,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.6, 'e': 0.06666666666666667}",20,14,11.571760762258979,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.6, 'e': 0.06651901052377393}",30,13,32.88637605208221,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.6, 'e': 0.0663723311599972}",25,16,16.801249531016914,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.6, 'e': 0.06622661785325219}",20,10,18.65868145861469,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.6, 'e': 0.06608186004550898}",35,19,31.325752652189372,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.6, 'e': 0.0659380473395787}",35,21,26.392792271654706,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.6, 'e': 0.0657951694959769}",25,0,32.28963311494593,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
232,False,"{'a': 0.6, 'e': 0.06565321642986127}",20,0,26.412388960562303,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
233,False,"{'a': 0.6, 'e': 0.06551217820804184}",20,6,26.533915468101853,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.6, 'e': 0.06537204504606134}",25,13,0.0926640319817611,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
235,False,"{'a': 0.6, 'e': 0.06523280730534423}",20,0,15.044627653896004,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
236,False,"{'a': 0.6, 'e': 0.06509445549041194}",30,6,14.07929263416306,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
237,False,"{'a': 0.6, 'e': 0.06495698024616309}",20,14,11.153965867165313,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.6, 'e': 0.06482037235521644}",30,12,33.37566575949641,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.6, 'e': 0.06468462273531508}",20,8,20.796041942638688,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.6, 'e': 0.06454972243679027}",25,12,13.473907383009369,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
